date,hour,temp_KC,temp_KS,temp_MT,temp_ND,temp_OK,temp_SD,wind_east_KC,wind_east_KS,wind_east_MT,wind_east_ND,wind_east_OK,wind_east_SD,wind_north_KC,wind_north_KS,wind_north_MT,wind_north_ND,wind_north_OK,wind_north_SD
2018-01-04,11,262.83295,271.98187,262.00986,262.7877,273.3042,258.59598,0.7442329,-0.7624024,1.3461531,0.765378,-2.136861,-0.87615454,1.0004343,-1.0894358,1.5050086,1.0249698,-2.5105944,-1.1517222
2018-01-04,12,264.42102,274.40906,262.78348,264.37296,274.79846,259.51016,1.0483617,-0.7851987,1.0349125,1.0873001,-2.0882294,-0.8884722,1.309684,-1.1786312,1.2647021,1.3601769,-2.13036,-1.1840799
2018-01-04,15,266.9818,277.55707,264.78928,266.93665,276.55872,260.8921,0.8344283,-0.81431323,0.9235979,0.8591932,-2.4106064,-2.0325868,1.0662247,-1.242471,0.9479457,1.0934303,-2.4660082,-2.2820542
2018-01-04,18,265.82126,272.78265,263.97952,265.79193,272.31458,260.36847,-0.49933487,-0.49728656,1.3490245,-0.4031367,-2.0706577,-2.7147138,-0.088023804,-0.9314115,1.2927551,0.049014866,-2.1827855,-2.8919885
2018-01-04,21,265.01178,269.7948,263.82056,265.0608,270.21738,258.8631,-1.3010507,1.3154107,1.1842551,-1.2314627,-1.2857476,-2.3734782,-1.4960667,0.9692262,1.4295039,-1.3899146,-1.678262,-2.6906564
2018-01-04,24,265.44824,268.52603,263.8189,265.43893,269.3695,258.44824,-0.68810475,2.6532068,0.78774023,-0.65119624,0.10468204,-1.8048187,-1.2665226,2.3280425,0.98720926,-1.2210853,-0.60107976,-2.1197138
2018-01-05,1,262.91776,268.91513,262.4614,263.08127,269.80167,256.2353,-2.2538269,1.6584582,-2.0467196,-2.256304,1.4279217,-1.6342169,-2.2570837,1.975827,-2.0138953,-2.257684,1.0584806,-1.8302094
2018-01-05,2,262.63684,268.34055,262.60315,262.7849,269.82687,256.08755,-2.3704684,1.5073239,-2.1315205,-2.3878648,1.7085602,-1.4644539,-2.239215,1.9236777,-2.1385446,-2.2714128,1.312271,-1.6647304
2018-01-05,3,262.5827,267.79086,262.71933,262.70102,269.78113,255.98396,-2.556055,1.2049787,-2.0165102,-2.5807164,1.8723167,-1.2634743,-2.3113475,1.7698423,-2.1382134,-2.3493276,1.4845881,-1.4833095
2018-01-05,4,262.89133,267.01218,262.77054,262.99658,269.6771,255.80415,-2.8444054,0.84449327,-2.0020401,-2.8703053,1.7198408,-1.1465068,-2.4510686,1.4582309,-2.0624635,-2.4916399,1.6756659,-1.2942264
2018-01-05,5,263.05057,266.57037,262.79395,263.1558,269.5561,255.66824,-3.0210626,0.34124416,-2.388267,-3.0381227,1.4096011,-1.3038414,-2.5183492,0.9679129,-2.379726,-2.5491252,1.5440062,-1.3039888
2018-01-05,6,263.13306,266.0042,262.80197,263.21338,269.4341,255.52045,-3.3594203,-0.2324251,-2.6682696,-3.367575,1.0681375,-1.5188183,-2.8084688,0.3853265,-2.700507,-2.8344893,1.2054507,-1.5757312
2018-01-05,7,262.95932,265.3017,262.80814,263.04352,269.30176,255.24127,-3.5297508,-0.7407991,-2.6583102,-3.5464141,0.8828486,-1.6984743,-2.982043,-0.16176838,-2.743574,-3.0092328,0.7884385,-1.7069073
2018-01-05,8,262.8619,264.67914,262.83426,262.9311,269.2284,254.73691,-3.7088869,-1.3970633,-2.6110854,-3.722115,0.9580904,-2.0222342,-3.117392,-0.8131651,-2.7271929,-3.1339178,0.7169915,-2.0544045
2018-01-05,9,263.34277,264.59335,262.83804,263.3946,271.51776,255.09106,-4.1521792,-1.2651358,-2.6825356,-4.157508,0.59746003,-2.2079818,-3.5418546,-1.1968819,-2.8460486,-3.542376,0.8472671,-2.3252473
2018-01-05,10,263.86063,264.98364,263.2301,263.8957,274.94604,256.10938,-4.1664214,-1.5280517,-2.623585,-4.153284,0.87620354,-2.3371544,-3.747392,-1.3043063,-2.8400006,-3.7458436,0.9188025,-2.627757
2018-01-05,11,264.41782,265.74646,263.92,264.43915,277.43295,257.25305,-3.5397677,-2.4472582,-2.455436,-3.541656,1.1187867,-1.8339847,-3.807566,-2.2976775,-2.742122,-3.799777,1.3086315,-2.5906796
2018-01-05,12,265.0089,267.12692,264.5594,265.0527,279.31613,258.46344,-2.6552572,-2.5753515,-2.3900847,-2.6488087,-0.26123083,-1.2499924,-3.2050807,-2.591056,-2.6045284,-3.2126484,1.226305,-2.17674
2018-01-05,15,266.65546,271.96472,265.6454,266.77527,281.37317,260.4201,-2.5740461,-3.0548527,-1.4834751,-2.5948348,-1.9904013,-1.859152,-2.4003112,-3.1697857,-1.9710358,-2.3938653,-1.895628,-2.196228
2018-01-05,18,265.69098,268.985,265.35455,265.76984,275.90097,258.37592,-2.5849319,-2.9513304,-1.424797,-2.5943227,-2.364763,-2.2795613,-2.2479198,-3.161235,-1.513735,-2.2461188,-2.1726713,-2.4548247
2018-01-05,21,264.94705,268.73743,265.6401,265.03775,272.27225,257.59744,-3.593637,-3.3080525,-0.89260805,-3.6121507,-2.357282,-2.1862235,-3.3995724,-3.4130235,-1.1742734,-3.4011047,-2.1333692,-2.7574143
2018-01-05,24,264.4059,267.021,266.215,264.47998,270.61597,258.0469,-3.4126446,-2.8946662,-0.1191996,-3.434922,-2.352943,-1.1594868,-3.4716244,-3.1263947,-0.36611703,-3.4669795,-2.1445835,-1.9508606
2018-01-06,1,263.78674,265.46356,264.08557,263.88138,271.27277,255.9815,-3.8779528,-3.0187232,-1.8038788,-3.9554882,-2.1596618,-1.3309711,-3.7108738,-3.0591075,-2.1470242,-3.7881773,-1.8049853,-1.9417999
2018-01-06,2,263.56732,264.8984,264.20773,263.66724,270.36417,256.87225,-3.7943566,-2.7864072,-1.4987407,-3.8756785,-2.2332442,-1.343356,-3.609885,-3.0369985,-1.9193596,-3.6950088,-1.8173028,-1.9819237
2018-01-06,3,263.22824,264.40268,264.2669,263.33987,269.87613,257.5808,-3.7564592,-2.5909302,-1.123197,-3.8289845,-2.280583,-1.4360329,-3.5814795,-2.8841517,-1.6620684,-3.6661768,-1.8894266,-2.0710106
2018-01-06,4,263.02545,263.84598,264.41663,263.13983,269.59518,258.0142,-4.0553575,-2.1989083,-0.8498416,-4.135691,-2.420043,-1.6796775,-3.8138735,-2.6084538,-1.3252593,-3.9007826,-2.0251794,-2.3229837
2018-01-06,5,262.7472,263.34406,264.3854,262.85367,269.46188,258.3169,-4.1138663,-2.2765498,-0.58930546,-4.203222,-2.1739566,-1.6514388,-3.909949,-2.3287292,-1.045257,-4.0037937,-1.9385105,-2.316443
2018-01-06,6,262.6156,262.89233,264.59366,262.6949,269.3304,258.54822,-4.07803,-2.2005951,-0.18232855,-4.145735,-2.2354674,-1.3004158,-3.9569457,-2.3090441,-0.6041831,-4.040569,-1.8066653,-2.020369
2018-01-06,7,262.49673,262.54688,264.99445,262.56238,269.13272,258.62628,-4.1622863,-2.6030061,0.13330498,-4.1951275,-2.2589376,-1.2416899,-4.0718246,-2.682317,-0.110094704,-4.1178465,-1.818428,-1.9786844
2018-01-06,8,262.46808,262.1989,265.48203,262.55676,269.12576,258.60825,-4.056524,-2.3495939,0.6906284,-4.103953,-2.2530525,-1.5332434,-4.0721245,-2.7396967,0.41155317,-4.117846,-1.809289,-2.214857
2018-01-06,9,263.33432,263.55106,265.80948,263.3868,270.78427,258.9783,-4.5148225,-2.5925305,1.1444918,-4.526347,-2.9057407,-1.7120774,-4.545133,-2.8180802,0.8545587,-4.5604897,-2.41545,-2.4828773
2018-01-06,10,264.61758,265.68384,267.19406,264.66513,273.02966,259.8194,-4.6926594,-2.4685316,1.6933129,-4.7242346,-2.8912928,-1.7217537,-4.877035,-2.9167092,1.5562075,-4.894035,-2.5006187,-2.5836964
2018-01-06,11,266.1817,267.99557,268.76645,266.22522,275.41522,260.93088,-4.181901,-1.6266327,2.571234,-4.2421055,-2.918115,-1.462684,-4.8089,-2.609383,2.4778392,-4.8416667,-2.5684109,-2.3736994
2018-01-06,12,267.65262,270.24997,270.25308,267.68155,277.5211,262.22623,-3.916172,-1.0763991,3.407712,-3.9514198,-2.90521,-0.8806982,-4.317786,-1.9265574,3.3298314,-4.3707595,-2.7628458,-1.8589827
2018-01-06,15,269.86478,274.43872,272.82828,269.9097,280.95142,263.6158,-4.2281213,-1.4186794,4.887987,-4.2590594,-2.4133317,0.21737193,-4.5138607,-1.934694,4.989473,-4.542204,-3.0278234,-1.2814889
2018-01-06,18,269.2243,271.22476,273.4903,269.2734,277.71426,264.25235,-3.9654574,-1.759559,5.8005743,-4.0043807,-2.1179137,1.4751333,-4.3658495,-1.9128605,5.9708896,-4.405157,-2.3048818,0.38185105
2018-01-06,21,269.72122,270.78574,273.54193,269.75308,279.54382,264.4313,-3.3158877,-0.97306895,5.969931,-3.3447123,-1.6867782,2.7397003,-4.2522545,-1.3128525,6.252564,-4.301515,-2.5672407,1.5451603
2018-01-06,24,270.71716,270.52286,273.41397,270.76297,279.89255,265.05807,-1.6952311,-0.23291713,4.687705,-1.6622685,-0.5242552,3.8157666,-2.5629811,-0.7516284,5.1361494,-2.5382402,-1.5858188,2.4798353
2018-01-07,1,270.19986,270.66632,273.04483,270.17886,279.29807,264.24417,-1.5449562,-0.11402149,4.514645,-1.5348122,-1.8155321,3.7954144,-2.6640368,-0.36685985,4.903835,-2.6540046,-2.7510946,2.6176486
2018-01-07,2,270.41006,269.657,273.19122,270.35895,279.32184,263.9443,-1.3330126,-0.4822275,4.2256613,-1.3306642,-1.4964237,3.7894819,-2.3626363,-0.43076736,4.6653438,-2.3563325,-2.625862,2.7425232
2018-01-07,3,270.72607,269.45325,273.166,270.6882,279.2338,263.86044,-1.0098373,-0.4561006,4.105144,-0.99810576,-1.356181,3.8718822,-2.0588114,-0.73985,4.5470943,-2.0588746,-2.4220455,2.8098829
2018-01-07,4,271.06436,269.36386,272.70117,271.00928,279.16486,263.9923,-1.0889692,0.25722164,4.130244,-1.0595329,-1.7471306,4.0115466,-1.9927818,-0.6436574,4.4212036,-1.9591936,-2.7186723,3.1636076
2018-01-07,5,271.30963,270.18134,271.54755,271.2545,279.2229,264.04507,-1.2459004,0.28367937,3.963946,-1.2178012,-1.645817,4.02891,-2.2563272,0.10541812,4.3484735,-2.223813,-2.8533437,3.2223518
2018-01-07,6,271.56198,270.38904,270.86926,271.51086,279.38608,264.47406,-0.88814783,0.3438691,3.905158,-0.88262963,-1.3824193,4.0075016,-2.196802,0.0361994,4.1993937,-2.168048,-2.4564571,3.3285606
2018-01-07,7,271.76373,270.57553,270.85355,271.72058,279.49072,264.8412,-0.74012506,0.7329619,4.2924285,-0.71147996,-1.403187,3.845321,-1.8883235,0.3747501,4.429611,-1.8857957,-2.4925961,3.406374
2018-01-07,8,271.90564,271.10162,271.08673,271.87558,279.6116,265.4399,-0.947963,1.3279645,4.487698,-0.9601673,-0.9737447,3.5806825,-1.6789048,1.4083235,4.6395736,-1.6615893,-2.6440701,3.3557594
2018-01-07,9,271.98575,272.31577,270.838,271.97186,280.00702,266.34363,-0.84872293,1.3628423,4.219176,-0.8886926,-0.703413,3.4691756,-1.7309479,1.7644325,4.6248493,-1.7534454,-1.951259,3.179657
2018-01-07,10,271.8711,273.51318,271.23453,271.8556,280.4063,267.47394,-0.7645347,1.0590861,4.053997,-0.79421365,-0.8393844,3.661633,-1.5903053,1.5381669,4.309695,-1.6360902,-1.8423,3.4745984
2018-01-07,11,272.00192,274.7665,272.3754,271.98376,280.82944,268.56973,-0.8278569,1.048346,4.313679,-0.85291755,-0.27805114,3.7432692,-1.5516658,1.5589472,4.3324194,-1.5772125,-1.8404175,3.74399
2018-01-07,12,272.4603,276.57117,273.15005,272.45612,281.20517,269.5124,-0.7002852,1.2717897,4.2619452,-0.7569106,-0.40588883,3.5291657,-1.5376272,1.8877653,4.3122096,-1.5669181,-1.1304232,3.7131393
2018-01-07,15,272.92285,280.39334,273.9771,272.90576,281.60858,271.63702,0.09460757,1.540581,3.3652031,0.048710197,-0.69004786,4.351829,-0.50945663,2.0276961,3.5245018,-0.5621456,-1.2657732,4.5069695
2018-01-07,18,273.01517,277.09973,271.97473,273.0816,280.37216,270.49658,1.5021981,1.7232898,4.2056007,1.4116722,0.8998761,3.790888,1.0662903,2.3715136,4.0649858,0.97222424,0.942938,4.450627
2018-01-07,21,272.90585,273.53253,271.92178,272.9219,278.2901,268.04495,2.7723684,2.153209,4.5952086,2.7825656,1.6407125,3.9740293,2.9115617,2.2645056,4.876589,2.8910077,2.8309507,3.9954352
2018-01-07,24,273.01517,270.95187,271.64084,272.96448,275.2926,267.63443,2.579037,2.5373197,3.796453,2.5619009,0.65525573,3.9414477,2.9186828,2.8348665,3.9883387,2.9069917,1.578055,3.9620566
2018-01-08,1,271.9375,270.47955,269.4,271.89954,274.87543,268.775,1.9250519,3.0329142,3.1185143,1.9162476,1.5674177,5.007786,2.4641948,3.1473773,3.6393216,2.4753487,2.2681956,4.7866936
2018-01-08,2,272.0957,270.26385,269.52747,272.05212,274.45053,269.0021,2.036471,3.056918,2.415629,2.02206,1.8030645,5.180978,2.528017,3.2863958,2.8634791,2.5136244,2.4521759,4.9730945
2018-01-08,3,272.05182,270.05142,269.67212,272.0251,273.92593,268.97702,2.2258472,2.8230188,2.1650631,2.188595,2.1050448,5.060053,2.6490998,3.186147,2.248647,2.6033466,2.7133634,5.034064
2018-01-08,4,271.8603,269.85226,269.683,271.84512,273.2957,268.83014,2.3855913,2.7679489,1.9318377,2.3446207,2.0191853,4.8471966,2.8268597,2.9753954,2.0298398,2.7881052,2.7657619,4.9127884
2018-01-08,5,271.61737,269.62292,269.67664,271.60016,272.76343,268.5057,2.6204555,2.6546268,1.4924713,2.5791333,1.9407167,4.6559434,2.9801545,2.9373858,1.697247,2.9439912,2.5995607,4.7324715
2018-01-08,6,271.38455,269.40594,269.7138,271.37125,272.33493,268.12613,2.523685,2.3944483,0.8275372,2.4972441,1.6692308,4.406773,3.0426357,2.6968777,0.8021556,3.0058086,2.5026698,4.54004
2018-01-08,7,271.16043,269.226,269.7886,271.16913,271.92392,267.75223,2.3233953,2.3926947,0.4528503,2.2939868,1.0294914,4.1722245,2.8685434,2.4904032,0.341931,2.8419697,2.1980126,4.2606487
2018-01-08,8,270.94934,268.98834,269.875,270.97058,271.74713,267.45526,2.207657,2.0951352,0.6692686,2.167298,0.72102886,3.9458787,2.614916,2.4058127,0.3799795,2.5870628,1.5338713,3.9844987
2018-01-08,9,270.9827,269.99017,270.0155,271.01428,272.86066,267.37503,2.0736234,1.9043674,0.73941195,2.0293312,0.4241878,3.4996324,2.446564,2.1704922,0.515631,2.403228,1.1291062,3.7271695
2018-01-08,10,271.16507,273.0691,270.53064,271.19626,274.1655,267.6795,2.0390337,1.9118332,0.8836554,2.0080554,0.374332,3.209722,2.2414994,2.0032446,0.8433836,2.1933448,0.881185,3.1240246
2018-01-08,11,271.47208,276.54245,271.1931,271.49298,275.45792,268.1904,2.0005133,1.1579819,1.3662263,1.971403,0.5398518,2.8809648,2.1127036,1.988579,1.2978847,2.0783885,0.93167895,2.723141
2018-01-08,12,271.85925,279.6982,271.79532,271.86877,277.02087,268.72522,2.2829163,0.4801965,1.6985077,2.2549589,0.5141374,2.5631282,2.2591677,0.849838,1.5640047,2.2313302,1.033393,2.361697
2018-01-08,15,272.74084,284.72986,273.36475,272.68332,281.4,269.7158,1.2745312,0.33341768,2.1851733,1.3039422,-0.7103601,1.1464348,1.6282635,0.05425981,2.1180098,1.7084265,-0.48705226,0.9167598
2018-01-08,18,271.98926,279.37512,272.50723,271.96902,278.6441,269.3592,0.98315156,-1.9883074,1.522137,1.0377572,-1.5851325,0.016624222,0.6546642,-2.1934185,1.4575537,0.7188231,-1.5014268,-0.4300104
2018-01-08,21,271.26727,275.59412,270.86807,271.31308,275.53955,269.61618,-0.15942192,-0.23811273,1.7019317,-0.07391636,-1.1896116,-0.77795035,-0.6118869,-0.77117133,1.6525787,-0.52402985,-1.5956837,-1.2654021
2018-01-08,24,271.04178,274.57733,269.71,271.0427,274.3252,269.6448,-0.5065883,-0.08592887,1.5192045,-0.49486685,-0.3788154,-0.501775,-1.2577983,-0.6815453,1.5262325,-1.2473238,-0.63399804,-1.0770047
2018-01-09,1,271.40222,275.21564,268.3421,271.38513,274.1498,269.2205,-0.54732096,-0.27295142,0.25278193,-0.48837003,-1.4083132,-1.668695,-1.0991588,-0.8934523,0.29529774,-1.0303708,-1.6112714,-1.912042
2018-01-09,2,271.23874,275.37692,268.32706,271.23227,273.45264,269.12296,-0.9000639,-0.42958075,0.23539703,-0.86296576,-1.3635051,-2.0906491,-1.4429694,-1.1316923,0.17455769,-1.4017504,-1.6612136,-2.3110192
2018-01-09,3,271.02945,275.73056,268.2834,271.04272,272.87338,268.7351,-0.9006811,-0.46823424,0.030210204,-0.8579991,-1.2990876,-2.1419437,-1.5422345,-1.1228807,0.035591584,-1.5040015,-1.6112968,-2.522934
2018-01-09,4,270.78418,275.4517,268.10815,270.8066,272.45157,268.49976,-0.9630868,-0.6917365,0.19128567,-0.95128953,-1.0712944,-1.787822,-1.6230296,-1.4191196,0.10935262,-1.6034865,-1.4652041,-2.3726985
2018-01-09,5,270.59973,275.5166,267.97604,270.6378,272.19147,268.05707,-0.88946867,-0.5328986,0.2717458,-0.8390743,-0.9399081,-1.6829413,-1.5686842,-1.3804294,0.20609841,-1.5357912,-1.2848325,-2.0834208
2018-01-09,6,270.45477,275.77194,268.01596,270.4977,272.2115,267.93082,-1.23667,-0.7041724,0.5234721,-1.177666,-1.2866144,-1.5498306,-1.7677718,-1.3727689,0.4245923,-1.7056984,-1.5449024,-1.9932282
2018-01-09,7,270.46417,275.1283,268.19797,270.49283,272.31714,268.02664,-1.4983236,0.36897355,0.74137354,-1.4399489,-1.0009484,-0.97028285,-2.0277529,-1.0958538,0.6163685,-1.954494,-1.4133478,-1.5898174
