date,hour,load,zone_1_wind_production,zone_2_wind_production,neighbor_region_3_load,wind,zone_4_wind_production,neighbor_region_1_load,zone_5_wind_production,natural_gas,zone_3_wind_production,rtmce,nuclear,damce,neighbor_region_2_load,coal
2018-01-02,1,35622.35791666667,276.235,1173.225,27546.53,4045.6583333333333,874.05,18033.34,1267.925,5488.2,362.25,28.2651,2027.675,45.0062,43234.08,20842.808333333334
2018-01-02,2,35538.357833333335,326.018,1100.408,27579.91,4147.666666666667,878.217,17958.64,1308.567,5607.266666666666,441.858,33.5101,2031.125,43.7694,43254.82,20285.24166666667
2018-01-02,3,35846.172333333336,395.466,995.125,27795.35,3830.325,946.592,18069.65,1299.567,6423.266666666666,482.225,40.6005,2035.9083333333333,44.1902,43933.1,20089.50833333333
2018-01-02,4,36411.60375,422.29,784.475,28300.67,3614.575,781.375,18413.53,1331.483,6768.516666666666,421.217,46.5042,2034.6583333333333,43.739,45441.74,20222.066666666666
2018-01-02,5,37701.842333333334,508.304,678.583,29199.5,3383.0,568.513,19292.06,1454.833,8076.1,372.833,49.5345,2034.0083333333334,47.5218,48057.83,20326.933333333334
2018-01-02,6,39435.03358333333,585.53,558.192,30187.97,3059.3,416.117,20663.49,1469.925,9473.4,259.317,86.235,2034.3333333333333,50.7306,50884.38,20120.983333333334
2018-01-02,7,40627.34366666667,656.189,443.883,30688.07,3011.391666666667,268.933,21460.24,1452.975,10038.933333333332,196.633,87.477,2034.6833333333334,68.2107,52024.31,20334.25
2018-01-02,8,40644.6425,717.533,422.692,30642.89,3071.9,256.692,21517.41,1496.842,10101.366666666667,99.892,65.2835,2034.075,73.7347,52056.04,19963.725
2018-01-02,9,40350.679833333335,760.599,395.142,30283.55,2953.116666666667,346.542,21433.62,1553.008,10034.375,18.4,65.6781,2034.0166666666667,61.6526,51808.26,19942.61666666667
2018-01-02,10,39804.81958333333,728.395,258.642,29542.8,2900.7,334.192,21358.82,1597.658,9200.691666666668,1.326,56.4704,2034.4,58.1303,51144.78,20381.766666666666
2018-01-02,11,38966.09241666667,660.48,372.525,28547.28,2856.8083333333334,280.017,21210.69,1574.575,8311.591666666667,5.033,54.0326,2034.325,54.2718,50308.79,20759.433333333334
2018-01-02,12,38106.196416666666,637.957,361.275,27749.09,2723.266666666667,310.15,21133.59,1509.508,7694.3,24.792,66.6167,2034.2166666666667,50.7168,49515.86,20674.7
2018-01-02,13,37508.75266666667,595.015,205.666,27149.97,2691.4416666666666,329.979,21023.48,1500.325,6914.066666666667,50.192,94.1677,2034.4083333333333,46.2601,48855.65,20491.791666666668
2018-01-02,14,37051.79775,573.92,193.2,26776.85,3173.15,396.542,20978.71,1535.642,6320.383333333333,45.458,72.6294,2034.525,45.5623,48144.36,19865.375
2018-01-02,15,36852.56483333333,628.091,321.776,26877.7,3474.741666666667,531.08,20983.95,1651.075,6036.375,87.217,57.8468,2034.4416666666666,41.7309,48270.86,19821.216666666667
2018-01-02,16,37330.74533333333,661.755,410.35,27554.44,3744.8166666666666,625.675,21325.37,1728.467,6637.575,101.408,115.7998,2034.0916666666667,39.9591,50371.66,19035.141666666666
2018-01-02,17,38953.86108333333,726.95,504.658,28740.98,3860.741666666667,693.819,22135.88,1726.392,8363.45,85.567,83.9908,2034.0583333333334,40.4424,52852.23,18555.05
2018-01-02,18,39953.22158333333,810.383,536.558,29357.63,4568.416666666667,797.784,21981.1,1761.858,9056.025,20.152,55.2694,2034.2166666666667,56.8265,52919.6,18856.016666666666
2018-01-02,19,39638.164833333336,806.402,910.822,29185.5,5352.858333333334,1229.957,21587.33,1728.217,8605.491666666667,1.728,132.5464,2034.1916666666666,49.453,52381.91,18468.233333333334
2018-01-02,20,39093.99916666667,869.39,1374.02,28818.34,6617.916666666667,1589.257,21045.53,1651.4,8033.225,17.417,99.5879,2027.3083333333334,45.7229,51310.98,17783.108333333334
2018-01-02,21,38165.937333333335,891.012,2026.569,28061.73,8077.0,2221.501,20348.17,1624.192,7119.516666666666,47.933,22.9528,2026.6333333333334,42.7535,49288.36,17164.208333333332
2018-01-02,22,36622.59691666667,887.275,2410.601,27031.1,9521.058333333332,3349.5,19298.74,1602.533,5744.316666666667,80.1,31.7711,2026.5166666666667,36.6599,47057.66,16419.408333333333
2018-01-02,23,35333.26691666667,886.432,2950.63,26301.36,10543.841666666667,4235.425,18604.43,1610.817,4951.458333333333,109.0,28.7753,2027.025,31.6902,45488.29,15032.05
2018-01-02,24,34619.39991666667,890.465,3187.59,25943.3,11088.191666666668,4939.942,18079.02,1528.067,3726.2,204.567,20.818,2032.1416666666667,25.5041,44503.84,14362.666666666668
2018-01-03,1,34476.60972727273,879.644,3220.161,25758.79,11200.209090909091,5358.773,17697.68,1398.627,3433.890909090909,283.518,33.1818,2032.4454545454546,26.2499,43814.44,14109.2
2018-01-03,2,34392.44891666667,877.764,3290.141,25674.6,10953.6,5393.251,17558.42,1328.933,3668.9166666666665,324.833,18.8723,2033.1166666666666,25.9304,43484.34,13930.983333333334
2018-01-03,3,34534.51433333333,854.842,3293.0,25751.68,10855.625,5130.507,17610.68,1209.633,3764.2166666666667,415.808,28.8056,2034.05,26.6468,43710.66,14187.941666666668
2018-01-03,4,35013.78908333333,839.807,3285.265,26207.3,10787.283333333333,5182.946,17892.19,1030.25,3974.725,464.283,30.0683,2032.575,25.6137,44879.45,14689.025
2018-01-03,5,36159.09858333333,798.867,3260.261,27396.12,11050.566666666668,5325.859,18860.04,953.158,4014.75,463.458,32.5069,2034.0833333333333,29.8101,47053.18,14994.1
2018-01-03,6,38138.08858333333,699.392,3440.813,28775.36,11111.725,5762.623,20341.34,775.933,4609.125,400.002,37.9753,2034.075,37.5947,49554.01,15660.0
2018-01-03,7,39494.44141666667,642.997,3387.081,29079.18,10890.416666666668,6001.708,21218.3,787.058,4641.575,257.0,46.4153,2034.1666666666667,56.2737,50160.35,16639.375
2018-01-03,8,39191.35125,577.376,3240.957,28614.9,10035.691666666668,6042.458,21078.5,740.117,4843.533333333334,201.885,39.9158,2034.225,58.9204,50033.84,17327.166666666668
2018-01-03,9,38156.917,520.243,2766.497,27538.25,7608.158333333334,5699.275,20817.89,561.608,5129.841666666666,167.65,41.8416,2034.3583333333333,49.8913,50085.36,18417.091666666667
2018-01-03,10,37068.65491666667,467.906,1772.717,26472.3,6757.208333333333,4525.875,20577.39,396.025,5178.333333333333,97.283,58.9807,2034.3,54.7372,49677.76,18821.575
2018-01-03,11,36022.094833333336,376.594,1672.042,25449.31,6063.791666666667,4426.508,20399.41,250.1,4807.425,14.758,49.7284,2034.4333333333334,60.1896,49098.82,19184.63333333333
2018-01-03,12,34985.05625,272.818,1537.6,24355.37,4748.383333333333,3822.065,20239.43,197.075,5252.2,4.808,46.2788,2034.175,60.4354,48766.82,19392.74166666667
2018-01-03,13,34134.45216666667,218.451,1148.575,23584.52,3918.425,3102.258,20243.31,101.392,5044.766666666666,10.217,50.6847,2034.4333333333334,50.0373,48346.01,19653.25
2018-01-03,14,33536.474083333334,159.054,801.042,23081.54,3020.425,2671.336,20133.83,121.242,4894.841666666666,20.583,49.8852,2033.6833333333334,49.0462,47932.98,19901.49166666667
2018-01-03,15,33087.27583333333,135.415,565.358,22992.99,2231.633333333333,2021.483,20129.47,99.875,5115.108333333334,59.55,49.7914,2033.8083333333334,48.7018,48100.81,20005.441666666666
2018-01-03,16,33585.561083333334,85.454,369.684,23662.55,1528.1166666666666,1513.992,20552.97,37.867,5678.733333333334,114.017,55.5652,2033.8666666666666,51.526,49841.98,19767.38333333333
2018-01-03,17,35571.76358333333,38.047,167.525,25592.58,1130.3916666666667,966.025,21484.97,62.7,6913.441666666667,193.892,81.2171,2033.775,60.9336,51667.15,19738.191666666666
2018-01-03,18,36876.54741666667,14.0,54.242,26971.49,1287.5416666666667,696.875,21555.67,126.375,7050.55,243.6,103.2264,2034.7583333333334,89.6038,51635.79,20162.966666666667
2018-01-03,19,37116.559166666666,16.218,176.814,27445.42,1676.5583333333334,609.417,21241.43,120.142,7109.258333333333,424.083,70.6165,2033.95,95.1477,51126.11,20189.49166666667
2018-01-03,20,36970.03433333333,12.708,325.908,27610.64,2228.883333333333,674.742,20837.66,178.05,7424.441666666667,566.292,87.6705,2034.0416666666667,78.5948,50064.56,20057.808333333334
2018-01-03,21,36276.02425,16.716,541.8,27221.58,2678.35,770.658,20466.38,265.067,6538.191666666667,727.067,129.8614,2033.9083333333333,80.2194,48243.25,20015.841666666667
2018-01-03,22,34975.12508333333,17.625,734.167,26465.7,2976.075,854.275,19849.51,334.267,6417.325,783.133,55.1065,2034.2833333333333,77.7498,46254.39,20010.88333333333
2018-01-03,23,33882.258583333336,13.062,1089.083,25754.94,3470.3333333333335,867.042,19176.75,320.233,4967.85,771.058,100.346,2033.875,67.5089,44801.8,19826.591666666667
2018-01-03,24,33418.97341666667,8.908,1285.875,25652.65,3728.516666666667,1060.217,18570.65,361.842,5362.166666666667,786.308,47.0813,2034.0916666666667,58.117,44189.3,19659.941666666666
2018-01-04,1,33225.953083333334,10.567,1346.95,25665.7,3913.3166666666666,1229.2,18296.5,406.2,5679.833333333333,786.233,35.886,2034.375,69.4472,43938.59,19496.441666666666
2018-01-04,2,33292.66058333333,16.0,1343.492,25827.36,4328.833333333333,1338.192,18087.31,486.217,5576.766666666666,774.25,45.7004,2034.125,63.8607,43914.13,19458.00833333333
2018-01-04,3,33604.572,35.324,1413.375,26186.15,4449.333333333333,1555.883,18122.3,599.208,5435.15,770.758,48.6828,2034.0583333333334,64.6221,44457.03,19518.925
2018-01-04,4,34214.91808333333,126.9,1346.017,26836.29,4766.183333333333,1529.175,18384.87,698.908,5690.666666666667,766.9,37.5523,2033.625,64.5096,45888.63,19634.833333333332
2018-01-04,5,35751.07558333333,237.185,1388.883,27941.73,5165.541666666667,1776.508,19170.08,738.583,6246.166666666667,713.833,42.4775,2034.0583333333334,69.9895,48620.3,19668.208333333332
2018-01-04,6,38157.10666666667,313.81,1595.558,29430.66,5713.958333333333,2001.467,20621.37,696.183,6965.35,628.7,39.8231,2034.5,80.6734,51407.8,19911.75833333333
2018-01-04,7,39527.88366666667,457.518,1941.25,29588.96,5746.8,1981.142,21456.68,790.55,7822.416666666667,589.358,39.3084,2034.1666666666667,87.3688,52242.66,20066.225
2018-01-04,8,38862.4995,561.197,2073.3,28761.21,5686.716666666666,1736.833,21425.78,833.408,7384.916666666667,500.325,60.8284,2033.9916666666666,106.6073,51997.69,20125.475
2018-01-04,9,37821.66858333333,562.454,2110.683,27487.49,4431.141666666666,1737.408,21336.59,772.183,7565.033333333334,474.875,55.6224,2034.1583333333333,89.8787,51503.77,20183.325
2018-01-04,10,36859.938,518.787,1332.933,26056.88,2949.508333333333,1323.075,21214.14,605.6,8380.791666666666,291.142,55.8365,2033.825,84.3272,50797.21,19931.15
2018-01-04,11,35722.482083333336,469.944,1098.567,24700.92,2738.6916666666666,867.175,21035.12,342.892,7336.391666666666,101.975,94.4649,2030.5583333333334,89.0893,50007.32,19817.858333333334
2018-01-04,12,34538.16975,392.051,1101.183,23486.96,2525.1666666666665,898.983,20794.42,204.3,6237.341666666666,119.392,95.8958,2033.3833333333334,81.8144,49446.11,19647.24166666667
2018-01-04,13,33813.32308333334,347.094,849.867,22579.61,2494.3083333333334,1090.5,20691.38,119.128,5319.383333333333,90.117,65.758,2033.4333333333334,69.0348,48870.4,19439.058333333334
2018-01-04,14,33021.02775,267.895,758.117,21958.07,2461.141666666667,1286.457,20553.04,109.991,4957.533333333334,55.158,55.1367,2033.4166666666667,67.0479,48389.45,19330.608333333334
2018-01-04,15,32664.815333333332,177.328,779.854,21762.94,2747.9083333333333,1418.302,20591.66,101.074,4805.625,28.395,31.6696,2034.2,65.1048,48777.76,19647.958333333332
2018-01-04,16,32987.664666666664,223.447,890.175,22504.37,2768.116666666667,1526.285,20634.5,89.467,4938.508333333333,16.917,31.0878,2034.85,62.8299,50795.35,19856.658333333333
2018-01-04,17,34860.464583333334,291.606,771.417,24454.04,3034.2916666666665,1590.112,21094.33,129.935,5981.408333333334,13.267,32.4008,2033.775,68.0629,52923.57,19901.666666666668
2018-01-04,18,36270.772833333336,353.829,741.358,25813.06,4386.383333333333,1950.186,21064.47,115.575,5858.991666666667,23.875,57.5602,2034.4166666666667,86.508,52790.51,19784.283333333333
2018-01-04,19,36435.9625,296.28,972.35,26226.22,6063.933333333333,3238.837,20887.67,167.758,4825.15,13.675,50.9383,2034.3916666666667,89.0067,52217.26,19389.683333333334
2018-01-04,20,36416.984833333336,297.221,1295.167,26297.38,6908.45,4488.584,20559.7,166.175,4704.541666666667,19.0,28.1272,2032.0916666666667,80.2083,51263.79,19391.95
2018-01-04,21,35842.039666666664,244.768,1393.45,26017.74,7078.966666666666,5113.043,20273.95,205.383,5122.783333333334,35.167,49.9566,2034.7666666666667,75.2554,49344.01,18998.908333333333
2018-01-04,22,34603.24025,133.733,1325.833,25117.31,7030.475,5324.191,19639.09,259.092,4646.083333333333,49.95,55.2581,2034.45,72.5008,47212.34,18627.25833333333
2018-01-04,23,33505.001083333336,135.468,1164.233,24445.53,6954.491666666667,5391.145,18967.91,281.608,4673.833333333333,39.008,26.3868,2034.1,66.5736,45771.17,18302.5
2018-01-04,24,32874.39316666667,119.124,1352.25,24175.69,7084.55,5216.636,18528.82,255.125,4130.3,25.908,32.6577,2034.2416666666666,55.7731,44852.85,18321.333333333332
2018-01-05,1,32517.519,76.884,1542.292,24328.99,6589.65,5095.008,18206.48,338.525,4306.483333333334,14.775,26.16,2034.4,34.3909,44394.0,18960.016666666666
2018-01-05,2,32369.593,130.984,1197.175,24416.25,5709.308333333333,4761.217,18064.29,369.45,4507.425,16.4,35.0722,2034.325,29.3744,44280.11,19222.35
2018-01-05,3,32589.60225,155.884,899.933,24801.32,4539.575,4125.208,18054.63,320.525,5037.1,6.542,37.6573,2034.7666666666667,36.2721,44712.53,19697.191666666666
2018-01-05,4,33218.37458333333,182.448,830.408,25372.78,3742.5333333333333,2978.892,18357.66,362.658,5548.783333333334,13.425,48.2763,2034.1833333333334,39.3434,46021.8,20239.358333333334
2018-01-05,5,34555.188916666666,151.153,862.417,26480.71,3429.7916666666665,2285.475,19186.96,357.75,5586.175,17.083,50.7041,2034.3166666666666,45.684,48423.57,20571.483333333334
2018-01-05,6,36771.807583333335,128.035,977.225,27977.11,3367.075,1841.217,20445.02,433.617,6269.683333333333,20.05,50.0556,2035.1,62.3288,50982.22,20732.916666666668
2018-01-05,7,38226.00525,144.122,1029.192,28288.01,3209.2083333333335,1683.908,21337.52,466.208,7999.608333333334,31.275,43.0908,2034.0333333333333,73.7694,51942.2,20588.358333333334
2018-01-05,8,37642.035416666666,142.973,1037.267,27698.94,3160.55,1644.917,21135.39,359.667,7427.233333333334,41.983,94.7293,2034.4833333333333,77.1589,51732.59,20380.108333333334
2018-01-05,9,36457.62983333333,123.443,832.208,26526.22,1792.2583333333334,1699.633,20989.84,337.458,7807.3,12.65,62.3478,2034.35,73.9207,51455.34,20523.925
2018-01-05,10,35300.642,54.926,320.933,25074.65,1066.9666666666667,823.325,20795.41,388.0,7683.95,0.067,42.3284,2034.65,57.7062,50808.14,20526.11666666667
2018-01-05,11,34126.77641666667,35.364,120.133,23651.67,871.2166666666667,409.683,20530.73,452.867,7039.516666666666,0.0,48.6407,2034.725,52.4328,50231.99,20344.841666666667
2018-01-05,12,33122.04225,23.648,53.625,22378.18,785.2833333333333,289.958,20342.65,470.85,6104.383333333333,0.958,45.5171,2033.6583333333333,45.2554,49474.1,20300.13333333333
2018-01-05,13,32267.952,29.284,71.475,21315.47,962.35,223.817,20229.38,470.233,5552.516666666666,2.733,42.3978,2034.1333333333334,40.9223,48798.32,20169.75833333333
2018-01-05,14,31507.660583333334,23.576,195.758,20654.64,1175.9083333333333,291.667,20173.41,472.025,4621.15,4.058,36.8408,2033.3583333333333,39.1508,48110.78,20079.36666666667
2018-01-05,15,31266.89216666667,35.556,280.452,20430.23,1491.9666666666667,408.792,20109.43,483.75,4181.25,11.95,38.0709,2032.15,37.5818,48237.02,20028.975
2018-01-05,16,31649.560583333332,56.476,417.958,20811.53,1789.8416666666667,501.092,20429.48,519.358,3916.608333333333,39.292,39.2189,2034.1166666666666,36.6404,49927.38,20156.11666666667
2018-01-05,17,33181.62625,82.539,501.858,22411.09,2609.3333333333335,680.392,21139.5,574.642,4445.791666666667,19.95,26.5084,2034.0166666666667,37.2405,51850.76,20207.05
2018-01-05,18,34087.89158333333,113.523,801.417,23759.32,4102.708333333333,1282.992,21095.45,633.475,4139.35,21.425,35.3495,2034.6416666666667,45.1743,51618.78,20249.291666666668
2018-01-05,19,34133.32283333333,186.172,1145.467,24222.05,5571.066666666667,2117.925,20901.51,827.033,3597.55,56.533,31.325,2035.2166666666667,42.8869,51062.79,19939.61666666667
2018-01-05,20,34043.788166666665,258.408,1555.992,24454.08,6310.091666666666,2844.196,20511.19,966.85,3499.9666666666667,127.192,21.4073,2034.475,38.7131,50204.7,19610.066666666666
2018-01-05,21,33721.85191666667,275.282,1778.033,24382.83,6474.458333333333,3110.883,20283.53,1029.842,3557.0,163.15,26.8175,2034.1416666666667,34.4911,48823.58,19508.708333333332
2018-01-05,22,32925.30941666667,252.482,1924.208,23909.5,6524.566666666667,3097.108,19733.97,1105.575,3773.6916666666666,155.192,33.417,2033.975,32.9329,47067.84,19614.975
2018-01-05,23,32053.806333333334,289.81,1758.15,23495.66,6238.291666666667,3003.033,19181.91,1228.8,3319.65,190.9,34.2196,2034.3333333333333,31.4408,45626.85,19573.425
2018-01-05,24,31437.90175,298.534,1630.466,23272.89,6025.991666666667,2762.3,18605.29,1274.083,3754.55,237.892,22.1925,2034.3083333333334,28.0992,44670.7,19720.85
2018-01-06,1,31231.60525,358.205,1482.0,23226.33,5895.108333333334,2607.108,18171.56,1287.583,3952.8416666666667,255.4,27.6893,2034.75,25.3395,44331.58,19760.566666666666
2018-01-06,2,31160.692,379.124,1286.438,23277.6,5670.775,2538.44,18072.08,1335.533,3823.625,315.667,27.5284,2034.6333333333334,23.9145,44076.2,19535.033333333333
2018-01-06,3,31318.4435,463.19,1206.493,23508.14,5469.1,2306.852,18000.51,1381.908,3990.875,275.892,22.0735,2034.625,24.3706,44226.99,19934.483333333334
2018-01-06,4,31767.53108333333,538.03,1174.108,23881.54,5692.608333333334,2089.95,18064.55,1440.067,4282.65,230.133,27.1743,2034.4416666666666,24.6163,44955.48,19982.2
2018-01-06,5,32511.772666666668,622.067,1280.283,24601.81,5714.283333333334,2060.616,18384.64,1509.383,4492.233333333334,221.45,23.879,2034.5,27.0932,46068.08,20179.516666666666
2018-01-06,6,33483.168,675.916,1146.758,25254.18,5775.891666666666,2183.042,18980.52,1521.35,4588.741666666667,200.633,24.1471,2034.375,29.5845,47648.79,20131.066666666666
2018-01-06,7,34512.519583333335,719.726,1187.3,25829.03,5970.475,2197.325,19576.34,1512.942,4816.841666666666,167.55,22.3166,2034.8583333333333,33.2496,48612.54,20033.108333333334
2018-01-06,8,34809.23308333333,789.419,1293.275,25646.76,5625.166666666667,2178.879,19936.5,1530.35,5201.825,169.917,23.2834,2034.725,37.9219,48953.2,20270.408333333333
2018-01-06,9,34377.44275,817.765,1166.133,24607.99,4661.425,1796.489,20036.59,1534.4,5604.716666666666,191.425,26.922,2034.3916666666667,35.4539,48510.12,20051.61666666667
2018-01-06,10,33633.313583333336,751.178,782.661,23266.72,3643.108333333333,1210.017,19844.93,1535.867,6057.616666666667,176.0,23.2478,2034.4166666666667,34.0511,47543.63,20122.658333333333
2018-01-06,11,32648.306416666666,736.132,458.88,21894.89,3524.3333333333335,733.225,19539.55,1549.917,5627.583333333333,97.358,64.7197,2034.275,28.3614,46480.05,19880.975
2018-01-06,12,31495.420583333333,735.842,470.0,20546.45,3802.2916666666665,602.532,19369.37,1591.425,4927.0,109.592,23.8573,2034.175,25.2248,45344.47,19387.691666666666
2018-01-06,13,30569.590333333334,748.586,755.958,19653.47,4808.591666666666,619.947,19053.58,1596.875,4029.2833333333333,211.825,21.6816,2034.0416666666667,21.192,44409.35,18539.691666666666
2018-01-06,14,29983.288166666665,758.547,1296.417,18897.95,5730.366666666667,956.292,18977.06,1604.758,3480.05,366.908,19.2039,2034.5,19.8935,43887.94,17512.358333333334
2018-01-06,15,29773.2505,792.498,1544.933,18789.01,6638.366666666667,1490.508,19048.74,1615.092,3372.7083333333335,425.758,18.2488,2035.025,18.8639,44209.7,16731.908333333333
2018-01-06,16,30260.4905,788.544,1750.767,19223.31,7445.691666666667,2139.267,19724.3,1607.725,3221.616666666667,504.783,17.7013,2033.775,18.0462,46281.35,16344.308333333332
2018-01-06,17,31875.037333333334,836.413,1918.8,20803.16,8946.808333333332,2729.442,20665.21,1613.108,3294.483333333333,492.375,15.9979,2031.425,18.0181,48637.09,16308.983333333334
2018-01-06,18,32701.283583333334,861.941,2633.633,21872.42,11254.333333333332,3700.808,20559.53,1640.683,3187.2166666666667,478.1,16.9985,2028.3333333333333,20.371,48686.26,15017.658333333333
2018-01-06,19,32634.638583333333,901.479,3420.133,22279.38,13179.233333333334,5025.083,20275.91,1607.433,3053.175,696.8,7.4334,2027.65,19.777,48271.4,12803.075
2018-01-06,20,32393.88875,930.619,3499.208,22313.15,14130.966666666667,6616.35,19826.42,1627.567,3066.991666666667,798.233,1.6627,2027.7833333333333,17.367,47498.42,12281.883333333333
2018-01-06,21,31824.2915,934.634,3654.636,22231.29,14163.583333333332,7180.992,19251.58,1630.825,3205.7083333333335,794.817,10.1176,2027.475,14.6851,46260.44,11856.525
2018-01-06,22,30940.468666666668,918.214,3500.725,21822.12,14006.8,7356.058,18476.72,1580.625,3204.225,796.658,1.7014,2028.5,12.3532,44591.88,11624.033333333333
2018-01-06,23,29945.712916666667,909.028,3264.658,21258.28,13273.941666666668,7519.85,17918.36,1530.442,3092.2833333333333,793.667,5.4785,2026.9083333333333,12.5048,43062.6,11056.541666666668
2018-01-06,24,29026.95533333333,899.355,2915.413,20923.79,13093.891666666666,7218.5,17279.68,1466.55,2900.0333333333333,728.592,-6.2191,2026.2416666666666,8.9181,42049.01,10882.333333333332
2018-01-07,1,28534.150833333333,841.664,2902.258,20624.61,13575.591666666667,7241.05,16872.23,1492.883,2329.016666666667,693.933,4.0053,2026.1333333333334,10.9637,41416.92,10769.475
2018-01-07,2,28155.212583333334,844.935,3041.95,20572.89,13471.058333333332,7418.925,16598.37,1525.808,2138.025,725.103,13.6179,2027.6333333333334,9.6371,40951.29,10414.916666666666
2018-01-07,3,27987.339416666666,763.657,2804.467,20469.81,13033.0,7578.267,16485.47,1542.525,2178.475,725.533,11.9823,2028.55,9.8246,40731.9,10541.0
2018-01-07,4,27970.84025,732.351,2463.923,20545.92,12216.166666666668,7583.333,16388.87,1447.475,2062.5416666666665,693.767,10.9263,2034.2166666666667,10.7887,40778.92,11384.758333333333
2018-01-07,5,28217.895,733.307,2041.242,20797.45,11323.825,7214.492,16595.41,1326.208,2040.8166666666666,684.0,18.4877,2034.6416666666667,14.8243,41197.38,12699.216666666667
2018-01-07,6,28771.267333333333,569.45,1754.692,21169.16,10940.816666666668,6830.992,16985.23,1303.542,1811.6083333333333,718.942,18.2423,2033.4666666666667,16.8316,42201.89,12674.783333333333
